Age, Workclass, Years of Education, Occupation, Relationship, Race, Sex, Hours Work per Week, Income
45,7,16,10,2,2,0,40,1
31,7,10,8,2,2,1,65,0
32,4,3,3,2,2,0,60,0
60,6,9,12,2,2,0,50,0
41,4,9,7,2,2,0,40,1
21,4,10,8,1,1,0,20,0
27,4,10,1,1,1,1,36,0
33,4,3,6,2,2,0,40,0
43,4,9,3,2,2,0,40,0
27,4,7,3,2,2,0,40,1
18,6,6,5,2,2,0,40,0
48,6,10,4,2,2,0,40,1
37,4,4,4,2,2,0,50,0
58,4,9,7,2,2,0,40,0
57,4,8,14,1,1,0,40,1
42,2,13,1,2,2,1,40,1
24,4,9,1,2,2,0,40,0
26,4,13,8,2,2,0,15,0
43,5,9,3,2,2,0,50,0
34,4,7,3,2,2,0,40,0
38,4,13,4,2,2,1,40,0
51,6,7,5,2,2,0,45,1
49,6,16,10,2,2,1,35,1
26,4,13,1,2,2,1,40,0
28,4,9,14,1,1,1,20,0
22,1,10,12,2,2,0,37,0
26,4,9,3,2,2,0,40,0
45,4,5,8,2,2,0,40,1
39,4,10,4,2,2,1,40,0
23,4,9,12,2,2,0,40,0
42,2,13,10,2,2,0,60,1
39,1,9,3,2,2,0,40,0
43,1,11,3,2,2,0,40,0
33,6,10,5,2,2,0,70,0
68,7,13,4,2,2,0,20,0
32,4,13,1,4,4,0,40,0
25,4,10,1,2,2,0,40,0
53,4,3,8,2,2,1,24,0
38,4,11,4,2,2,0,55,1
20,4,9,7,2,2,0,40,0
26,4,9,3,2,2,0,40,0
23,4,9,14,2,2,0,40,0
43,7,9,13,2,2,1,40,0
29,7,10,11,2,2,0,36,0
34,4,6,8,2,2,1,36,0
24,4,10,12,2,2,0,35,0
44,2,14,10,2,2,0,35,1
19,4,10,1,2,2,0,40,0
47,4,13,1,2,2,0,40,1
40,4,10,8,2,2,1,48,0
45,4,9,12,2,2,1,45,0
43,4,9,6,1,1,1,45,0
50,4,16,10,2,2,0,50,1
29,4,13,10,2,2,0,40,0
47,4,13,4,2,2,0,50,0
24,4,9,12,2,2,0,35,0
21,4,9,1,2,2,1,40,0
30,6,9,4,2,2,0,50,1
37,4,10,8,2,2,1,40,0
74,6,15,10,2,2,0,40,0
70,6,10,5,2,2,0,70,0
27,4,11,3,2,2,0,40,0
32,2,13,1,4,4,1,46,0
30,4,7,6,2,2,0,50,0
29,2,11,11,2,2,0,56,0
18,4,7,6,2,2,0,40,0
31,4,9,3,2,2,0,40,1
39,7,10,11,2,2,0,70,0
21,4,10,8,2,2,1,30,0
31,4,9,14,2,2,0,38,0
33,2,10,11,2,2,0,40,0
39,4,15,10,2,2,0,70,1
29,4,9,3,2,2,0,40,0
34,4,10,13,2,2,0,40,0
52,7,13,4,2,2,1,55,0
35,4,9,12,2,2,0,25,0
33,4,6,3,2,2,0,40,0
43,4,13,4,4,4,0,50,1
51,2,13,4,2,2,0,40,1
36,4,9,8,2,2,1,30,0
17,2,7,10,2,2,1,40,0
32,4,9,3,2,2,0,40,0
39,4,9,7,1,1,1,40,0
19,5,10,5,2,2,0,60,0
54,4,7,1,2,2,0,40,1
45,4,13,10,2,2,0,50,1
47,2,13,10,1,1,1,40,0
49,6,9,5,2,2,0,98,0
32,4,9,1,2,2,1,40,0
28,5,9,3,2,2,0,50,0
39,5,13,12,2,2,0,40,0
27,5,9,12,2,2,0,50,0
42,2,14,10,2,2,1,38,1
24,4,13,10,2,2,0,44,0
45,4,13,3,2,2,0,45,1
19,4,9,8,2,2,0,30,0
46,4,6,14,2,2,0,40,1
50,4,9,14,2,2,0,40,0
32,4,9,1,2,2,1,42,0
47,5,15,10,2,2,0,50,1
43,6,9,5,2,2,0,50,0
29,4,13,3,2,2,0,40,0
43,1,15,10,4,4,0,55,1
90,4,13,10,2,2,1,10,0
41,4,15,4,2,2,1,50,1
24,4,1,5,2,2,0,36,0
24,4,10,5,2,2,0,50,0
24,4,10,8,2,2,1,53,0
35,4,9,1,2,2,1,42,1
30,4,13,1,2,2,0,40,0
46,4,13,4,2,2,1,40,0
19,2,10,1,2,2,1,30,0
39,4,5,3,2,2,0,35,0
43,4,9,14,2,2,0,40,0
35,4,9,1,2,2,1,40,0
65,4,9,12,2,2,1,24,0
34,4,9,3,2,2,0,40,0
41,4,11,12,2,2,0,40,0
24,6,10,5,2,2,0,60,0
24,4,9,8,3,3,0,35,0
34,5,14,4,2,2,1,45,1
33,4,9,12,2,2,0,40,1
37,4,9,7,2,2,0,38,0
39,6,9,14,2,2,0,60,1
58,4,9,8,2,2,1,25,0
36,6,9,3,2,2,0,35,0
33,1,10,13,2,2,1,40,0
42,2,14,10,2,2,0,55,0
31,4,10,11,1,1,0,40,0
57,4,9,3,2,2,0,40,0
67,1,9,13,2,2,0,40,1
23,4,9,3,2,2,0,40,0
35,4,10,10,3,3,0,40,0
43,4,13,10,2,2,0,55,1
39,6,10,5,2,2,0,60,0
36,4,9,3,2,2,0,40,0
29,2,12,8,2,2,1,13,0
25,4,9,6,2,2,0,40,0
54,4,6,14,1,1,0,45,1
24,4,9,3,2,2,0,44,0
50,5,13,12,4,4,0,60,1
70,4,6,7,2,2,0,50,0
61,4,13,12,1,1,0,48,1
51,1,13,4,2,2,0,40,0
38,6,14,5,2,2,0,70,0
51,4,9,10,2,2,1,40,1
28,4,9,8,2,2,0,40,0
66,6,15,10,2,2,0,25,1
57,5,9,5,2,2,0,60,1
44,5,13,12,4,4,0,50,1
29,4,10,1,2,2,1,40,0
21,4,10,12,1,1,1,40,0
42,4,6,3,2,2,0,43,1
74,4,15,10,2,2,0,50,1
50,4,10,12,2,2,1,40,0
65,4,9,8,2,2,1,14,0
44,4,7,8,1,1,1,30,0
34,4,11,10,2,2,0,50,1
17,4,6,8,2,2,0,10,0
43,4,10,14,2,2,0,60,0
32,4,12,1,2,2,1,40,0
54,4,13,12,2,2,0,40,1
20,4,10,1,2,2,1,20,0
23,4,10,10,2,2,0,10,0
34,4,9,8,2,2,0,45,0
30,4,10,12,2,2,0,20,0
32,4,4,7,2,2,0,40,0
40,4,13,10,2,2,0,60,1
28,4,10,3,1,1,0,40,0
44,4,9,3,2,2,0,45,1
29,2,11,13,2,2,1,35,1
28,4,16,10,2,2,0,50,0
37,4,10,4,2,2,0,40,0
56,5,10,3,2,2,0,40,0
27,4,13,10,2,2,0,40,0
34,4,9,7,2,2,1,20,0
37,4,9,3,2,2,0,40,0
66,6,13,12,2,2,0,40,1
19,4,9,10,2,2,0,30,0
60,4,11,10,2,2,1,40,0
54,6,10,14,2,2,0,30,0
47,4,9,3,2,2,0,40,1
47,4,10,10,2,2,0,48,1
48,5,11,3,2,2,0,60,0
50,5,10,4,2,2,0,50,1
62,4,5,8,1,1,1,25,0
45,4,10,8,2,2,0,40,0
55,2,9,6,2,2,0,40,0
62,4,9,12,2,2,1,32,0
25,4,6,7,2,2,0,40,0
49,4,7,4,2,2,1,38,0
32,7,10,11,1,1,1,40,0
25,1,9,6,3,3,0,40,0
39,4,10,7,2,2,0,50,0
27,2,10,4,2,2,0,50,0
43,4,9,8,1,1,0,40,1
30,4,9,8,4,4,1,40,0
21,4,10,12,2,2,1,20,0
33,4,15,4,2,2,1,40,1
33,4,10,1,2,2,0,50,0
33,4,7,1,1,1,1,38,0
70,4,4,8,2,2,1,35,0
25,4,10,8,1,1,0,42,0
17,4,7,8,2,2,0,25,0
20,4,10,5,2,2,0,40,0
19,4,10,8,1,1,0,35,0
71,1,10,4,2,2,0,40,1
31,4,12,4,2,2,0,40,0
26,4,13,12,2,2,0,55,0
52,4,14,4,2,2,0,40,0
26,4,13,4,2,2,1,40,0
38,4,9,7,2,2,0,45,0
25,4,10,8,2,2,0,40,0
22,4,13,10,2,2,1,9,0
48,7,10,11,2,2,0,40,1
53,4,9,3,2,2,0,40,1
30,6,12,3,2,2,0,50,0
44,4,10,3,2,2,0,60,1
32,1,13,10,4,4,0,56,1
59,6,7,3,2,2,0,20,0
49,4,10,6,1,1,1,40,0
31,4,9,3,2,2,0,50,1
53,4,3,3,2,2,0,40,1
44,4,5,7,2,2,0,40,0
36,4,13,10,4,4,0,55,1
36,4,9,12,2,2,1,40,0
37,4,5,7,2,2,0,50,1
67,5,9,10,2,2,1,30,1
29,4,13,12,1,1,0,40,0
52,4,9,12,2,2,0,40,0
37,4,9,3,2,2,0,40,0
21,4,10,8,2,2,1,40,0
36,4,10,4,1,1,1,38,0
24,4,9,7,1,1,1,30,0
31,4,9,4,1,1,0,40,0
54,1,9,1,2,2,1,35,0
44,4,13,13,2,2,0,40,0
18,4,10,6,2,2,0,30,0
41,4,9,14,2,2,1,40,0
37,5,14,4,2,2,1,70,0
30,4,9,8,1,1,0,40,0
26,7,13,10,4,4,0,20,0
68,6,16,10,2,2,0,50,0
31,4,10,12,2,2,0,40,0
48,4,9,3,2,2,0,40,0
26,4,10,7,1,1,0,40,0
63,4,5,14,2,2,0,40,0
19,4,10,7,2,2,0,20,0
42,5,9,12,2,2,0,60,0
64,1,12,8,4,4,0,40,1
32,4,13,14,2,2,0,40,0
50,4,9,3,2,2,0,47,0
73,4,9,5,4,4,0,40,0
32,4,13,10,1,1,1,40,0
53,4,10,14,2,2,0,45,1
58,4,13,12,2,2,0,40,0
37,2,10,3,2,2,0,40,1
24,4,10,3,2,2,0,15,0
53,4,13,4,2,2,0,50,1
23,4,10,4,2,2,1,40,0
30,4,9,4,2,2,1,40,0
38,4,13,8,2,2,1,35,0
28,4,9,3,2,2,0,40,0
19,4,8,8,2,2,1,20,0
45,4,9,7,1,1,0,40,0
26,4,13,1,2,2,0,40,0
33,4,5,12,2,2,1,40,0
29,4,9,5,2,2,0,50,0
54,4,14,4,2,2,1,55,1
23,4,10,4,2,2,1,50,0
43,5,9,12,2,2,0,55,1
37,4,5,9,2,2,1,30,0
31,4,4,8,2,2,0,40,0
56,5,8,4,2,2,0,40,0
25,4,7,3,2,2,0,40,0
17,4,7,8,1,1,1,25,0
37,4,9,1,2,2,1,68,0
60,4,11,13,2,2,0,40,0
59,1,13,4,2,2,1,40,0
59,1,9,3,2,2,0,40,1
46,6,15,10,2,2,0,40,1
24,4,9,3,2,2,0,50,0
29,4,9,8,2,2,1,40,1
33,6,11,8,2,2,1,99,0
23,7,10,11,2,2,0,40,0
20,4,10,1,2,2,0,25,0
60,4,9,8,2,2,1,44,0
44,4,6,12,2,2,1,35,0
18,4,9,14,2,2,0,25,0
52,1,8,8,1,1,1,40,0
31,4,9,3,2,2,0,45,0
30,4,13,10,2,2,1,55,1
33,4,9,6,2,2,0,40,0
20,4,10,8,2,2,1,32,0
33,4,11,1,1,1,1,50,0
25,4,9,8,1,1,1,35,0
63,4,9,3,2,2,1,20,0
63,6,10,4,2,2,0,35,0
43,4,9,12,2,2,1,30,0
58,4,7,7,2,2,1,40,0
35,4,11,1,2,2,1,40,1
42,4,10,4,2,2,0,55,1
20,2,10,11,2,2,0,25,0
35,4,9,3,2,2,0,40,0
62,4,5,4,2,2,0,40,0
41,4,9,3,2,2,1,50,0
43,6,13,10,2,2,1,35,0
19,4,8,7,2,2,0,40,0
46,4,9,1,2,2,1,40,0
47,4,13,10,2,2,0,50,1
36,6,13,4,2,2,0,40,1
45,4,12,1,1,1,1,40,0
48,4,6,3,2,2,0,30,0
29,4,12,1,4,4,1,40,0
48,7,13,4,2,2,0,40,1
36,4,9,12,1,1,1,25,0
58,4,7,3,2,2,0,40,0
43,4,9,1,1,1,1,40,0
59,4,13,3,2,2,0,4,0
42,4,13,4,2,2,0,40,0
33,1,11,13,2,2,0,40,1
23,1,10, Armed-Forces,2,2,0,40,0
21,4,10,6,2,2,0,25,0
48,4,3,7,2,2,1,40,0
32,2,9,3,2,2,0,40,0
31,4,10,1,2,2,0,50,1
66,2,14,10,2,2,1,40,0
23,2,13,1,2,2,0,32,0
52,4,10,1,2,2,1,35,1
17,4,7,6,2,2,0,15,0
35,4,10,12,2,2,0,43,1
39,4,16,10,2,2,0,55,1
24,4,10,1,2,2,1,40,0
45,4,9,8,4,4,0,84,1
25,4,9,3,2,2,0,50,0
29,1,13,10,1,1,0,40,0
56,4,13,1,2,2,0,44,1
34,6,9,5,2,2,0,40,0
64,2,9,3,2,2,0,40,1
27,4,9,1,2,2,0,39,0
47,4,9,7,2,2,0,40,0
36,4,13,13,2,2,0,42,1
44,1,9,7,2,2,0,40,0
31,4,9,5,1,1,1,60,0
23,4,9,1,2,2,1,35,0
45,2,10,10,2,2,0,50,1
31,2,9,7,2,2,0,64,0
45,4,6,3,2,2,0,60,0
42,4,9,1,1,1,1,35,0
33,4,12,10,2,2,0,40,1
33,2,14,10,2,2,1,40,0
30,6,10,1,2,2,1,20,1
25,4,10,7,2,2,0,42,0
33,4,14,4,2,2,1,32,0
70,6,14,4,2,2,0,8,1
22,4,5,14,2,2,0,40,0
30,4,13,12,2,2,0,40,1
46,4,12,4,2,2,0,50,1
43,6,8,14,2,2,0,60,0
37,4,4,7,2,2,1,25,0
59,5,10,4,2,2,0,60,1
51,6,9,5,2,2,0,45,0
47,4,13,4,4,4,0,65,0
36,4,10,4,2,2,0,60,0
73,2,3,10,2,2,0,6,0
32,2,14,10,2,2,1,40,0
34,4,9,12,2,2,0,50,0
51,2,9,14,3,3,0,40,0
20,4,9,7,2,2,1,45,0
57,4,10,8,2,2,0,40,0
19,4,10,8,2,2,0,20,0
45,4,8,12,2,2,0,40,1
55,4,6,3,2,2,0,40,0
60,4,10,3,3,3,0,40,0
19,4,9,5,2,2,0,40,0
35,4,9,13,2,2,0,40,0
20,4,9,7,2,2,1,30,0
34,2,13,10,1,1,0,15,0
26,4,15,10,2,2,0,40,1
73,1,10,13,2,2,1,40,0
27,4,14,10,2,2,0,55,0
37,6,11,5,2,2,0,84,0
73,6,9,12,2,2,0,40,0
46,1,11,13,2,2,0,40,1
36,2,9,1,2,2,0,40,0
54,6,9,5,2,2,0,60,1
49,4,7,8,2,2,0,50,0
68,2,9,5,2,2,0,40,0
34,4,13,4,2,2,0,50,0
30,4,11,10,1,1,0,40,0
28,4,13,12,2,2,0,50,0
28,4,7,4,2,2,0,50,1
25,2,10,8,2,2,0,40,0
26,4,10,7,4,4,0,40,0
40,4,10,13,2,2,0,55,1
32,2,9,1,2,2,1,40,0
18,4,8,9,2,2,1,30,0
36,4,13,10,1,1,0,40,0
26,4,13,10,2,2,1,40,0
24,4,9,10,2,2,1,45,0
90,2,9,8,2,2,0,40,0
20,4,10,1,2,2,1,40,0
27,4,13,13,2,2,0,50,0
58,2,13,10,2,2,1,50,0
37,4,14,4,2,2,0,40,1
28,4,9,4,2,2,0,40,0
36,2,13,10,2,2,1,60,0
45,2,9,3,2,2,0,40,1
23,4,9,12,2,2,0,48,0
69,2,9,4,2,2,0,35,0
58,6,9,4,2,2,0,40,0
22,4,9,1,2,2,0,20,0
58,6,13,5,2,2,0,35,0
53,1,10,11,2,2,0,60,1
44,5,9,5,2,2,0,60,0
31,4,6,8,2,2,0,40,0
46,4,13,7,2,2,1,40,0
48,4,9,8,2,2,0,40,0
46,1,10,1,2,2,1,40,0
43,4,5,7,1,1,1,40,0
43,4,10,1,2,2,1,40,0
17,5,6,12,2,2,0,15,0
20,4,10,12,2,2,0,40,0
22,4,10,10,2,2,1,35,0
35,4,10,8,2,2,1,40,0
29,4,13,13,2,2,0,40,0
25,4,9,3,2,2,0,35,0
54,4,6,7,2,2,0,40,0
23,4,10,12,2,2,1,16,0
36,4,3,9,2,2,1,35,0
26,6,9,3,2,2,0,50,0
25,2,9,8,2,2,0,40,0
46,4,5,8,2,2,1,40,0
41,4,10,3,2,2,1,50,0
31,4,9,10,2,2,0,40,0
48,1,14,10,2,2,0,40,1
52,5,14,4,1,1,1,50,0
22,1,9,6,2,2,0,43,0
18,4,9,3,2,2,0,25,0
46,4,10,1,2,2,1,40,0
34,2,10,11,2,2,0,40,0
30,1,9, Armed-Forces,3,3,0,48,0
31,4,7,8,2,2,0,40,0
21,4,9,3,2,2,0,40,0
41,6,9,12,2,2,0,45,0
45,7,13,4,2,2,0,60,1
30,7,13,1,2,2,0,40,0
21,4,5,8,2,2,0,35,0
44,4,10,12,2,2,1,46,0
54,4,7,3,2,2,1,50,1
36,4,9,3,2,2,0,40,1
50,4,13,4,2,2,0,50,1
26,4,13,10,1,1,1,35,0
47,2,15,10,2,2,0,35,0
36,4,9,8,2,2,0,37,0
32,6,10,12,3,3,0,60,0
21,4,6,8,2,2,1,35,0
30,4,9,12,2,2,0,45,0
34,4,9,9,2,2,1,40,0
51,4,9,3,2,2,0,45,0
55,6,6,14,2,2,0,50,0
43,4,10,1,2,2,0,40,0
37,4,9,6,3,3,0,30,0
28,2,10,4,2,2,1,40,0
39,4,10,10,2,2,0,50,0
35,6,9,3,2,2,0,40,0
26,4,9,3,2,2,0,36,0
68,4,9,1,2,2,0,40,0
46,4,15,10,2,2,0,40,1
21,4,9,8,2,2,0,37,0
23,4,10,12,2,2,1,20,0
17,4,6,12,2,2,1,30,0
23,2,9,8,2,2,1,40,0
34,4,9,1,2,2,0,15,0
33,4,12,10,2,2,1,40,0
31,4,12,14,2,2,0,45,0
56,6,9,12,2,2,0,40,0
21,4,9,1,2,2,1,40,0
45,4,9,1,4,4,1,40,0
41,5,13,4,2,2,0,40,1
26,4,6,6,2,2,1,30,0
41,4,7,8,2,2,1,40,0
46,5,14,4,2,2,0,55,1
47,7,9,1,4,4,1,40,0
43,6,15,10,2,2,0,60,1
35,4,9,12,2,2,0,45,0
44,6,9,12,2,2,0,50,0
58,5,13,4,2,2,0,30,1
25,4,12,13,2,2,1,25,0
44,4,11,3,2,2,0,40,0
57,4,10,3,2,2,0,42,0
24,4,10,6,2,2,0,40,0
38,4,13,1,2,2,1,50,0
33,4,4,6,2,2,0,35,0
25,4,10,10,2,2,1,40,0
33,4,9,7,2,2,0,84,1
50,2,10,11,2,2,0,52,1
35,4,9,12,2,2,0,50,1
36,4,13,1,2,2,0,55,1
27,4,10,8,2,2,1,40,0
22,4,11,3,2,2,0,50,0
30,4,9,14,2,2,0,40,0
90,4,14,4,2,2,1,40,0
39,4,9,8,1,1,0,40,0
34,7,13,10,2,2,0,45,0
39,4,13,4,2,2,0,60,1
19,4,10,8,2,2,1,4,0
19,4,6,3,2,2,0,40,0
29,4,9,3,2,2,0,40,0
66,6,12,3,2,2,0,30,0
38,4,10,13,2,2,0,45,0
44,4,3,6,2,2,0,40,0
34,6,4,3,2,2,0,40,0
35,7,12,4,2,2,1,40,0
29,2,13,10,2,2,0,40,0
22,4,9,14,1,1,0,40,0
73,4,11,10,2,2,0,60,1
35,2,10,4,2,2,0,40,0
41,4,9,6,2,2,0,40,0
27,6,10,8,2,2,1,50,0
25,4,9,1,2,2,0,50,0
47,4,13,6,2,2,0,51,1
36,4,13,12,2,2,1,35,1
36,4,2,8,2,2,1,20,0
25,2,9,13,2,2,1,40,0
37,4,7,14,2,2,0,65,0
26,2,13,13,2,2,0,40,0
53,4,10,4,2,2,0,40,0
36,2,14,10,2,2,1,40,0
30,4,13,13,2,2,1,45,1
53,2,10,8,2,2,1,40,0
37,6,9,3,2,2,0,45,0
41,7,9,3,2,2,0,40,0
53,4,13,6,2,2,0,55,0
23,4,10,8,2,2,0,32,0
28,4,9,5,2,2,0,50,0
53,2,6,8,2,2,0,40,0
32,4,9,14,2,2,0,20,1
33,4,13,1,2,2,1,50,0
27,4,9,12,1,1,1,32,0
52,4,11,3,2,2,0,40,1
31,4,10,1,2,2,0,55,0
27,4,12,4,2,2,1,40,1
44,4,9,6,2,2,1,30,0
37,6,14,10,2,2,0,40,0
39,4,9,3,2,2,0,60,0
18,4,8,12,1,1,1,20,0
42,4,9,6,2,2,0,40,1
49,4,13,3,2,2,0,40,1
35,4,9,6,1,1,1,36,0
43,4,9,14,4,4,0,99,0
43,4,15,10,2,2,0,60,1
31,4,10,3,2,2,0,40,1
27,4,13,8,2,2,0,40,0
46,1,10,1,2,2,1,40,0
54,4,9,12,2,2,0,44,0
37,4,10,1,1,1,0,40,1
53,2,10,11,2,2,0,40,1
26,4,10,1,4,4,0,20,0
59,5,15,10,2,2,0,55,1
36,1,10,1,1,1,0,40,0
32,4,9,7,2,2,0,40,1
53,2,14,10,2,2,0,40,1
26,4,9,1,1,1,1,40,0
35,4,9,8,2,2,1,40,1
48,4,9,4,4,4,1,40,0
30,2,10,6,1,1,0,40,0
38,4,8,3,2,2,0,40,1
58,6,9,4,2,2,1,10,1
44,4,9,14,2,2,0,32,0
30,4,11,10,2,2,1,40,0
68,6,9,4,2,2,0,10,0
26,2,13,10,1,1,1,40,0
26,2,13,10,2,2,1,40,0
41,4,2,7,2,2,0,40,0
43,7,13,10,4,4,0,40,1
48,4,13,4,2,2,0,47,0
55,4,9,12,2,2,1,37,0
50,6,10,4,4,4,1,40,0
41,4,7,3,2,2,0,50,1
52,4,9,12,2,2,0,36,0
31,6,9,3,2,2,0,40,1
54,2,11,11,2,2,0,38,1
31,6,14,13,2,2,1,25,0
31,5,13,4,2,2,0,50,1
47,4,9,3,2,2,0,40,1
40,4,11,10,2,2,0,40,1
46,7,10,1,2,2,1,48,0
45,4,9,7,2,2,1,40,0
39,4,6,8,2,2,1,25,0
34,2,10,1,2,2,1,18,0
56,4,10,1,2,2,1,40,0
47,4,9,10,2,2,1,40,0
35,4,10,8,2,2,1,40,1
25,4,10,3,2,2,0,40,0
43,2,13,10,2,2,1,40,0
59,4,13,12,2,2,0,37,1
63,4,4,14,2,2,0,60,1
32,4,10,14,2,2,1,37,0
43,5,11,4,2,2,0,50,1
27,4,9,1,2,2,1,52,0
21,4,8,6,2,2,0,32,0
44,1,10,4,2,2,0,60,1
40,6,9,3,2,2,0,60,0
65,4,9,1,2,2,1,40,0
50,4,10,1,2,2,0,45,1
51,7,14,10,2,2,0,40,1
44,1,10,1,1,1,1,40,0
20,4,10,12,2,2,1,13,0
29,4,11,4,2,2,0,40,0
50,4,11,3,2,2,0,50,1
50,2,9,4,2,2,0,40,1
43,4,6,1,2,2,0,40,0
23,4,13,13,2,2,1,40,0
41,4,9,14,2,2,0,40,0
58,6,13,5,2,2,0,25,0
50,7,11,10,2,2,0,40,0
37,6,13,3,2,2,0,65,1
21,4,9,5,2,2,0,24,0
33,4,9,12,2,2,1,20,0
52,4,10,1,2,2,1,45,0
47,4,9,14,2,2,0,40,0
45,6,13,12,2,2,0,45,1
34,4,10,3,2,2,0,40,1
39,4,10,12,2,2,0,40,1
31,4,10,8,2,2,1,15,0
45,4,10,13,2,2,1,45,0
45,6,11,11,2,2,0,3,0
34,4,9,7,2,2,0,30,0
27,4,7,12,4,4,0,35,0
37,4,9,12,2,2,1,40,0
20,4,9,1,1,1,1,20,0
32,4,13,4,2,2,0,48,1
24,4,2,6,2,2,0,55,0
39,4,9,6,2,2,0,40,0
18,4,10,12,2,2,1,30,0
62,6,10,5,2,2,0,80,0
24,4,13,4,2,2,1,40,0
37,4,9,14,2,2,0,45,0
46,4,13,1,2,2,1,25,0
44,4,9,3,2,2,0,40,0
53,4,9,12,2,2,0,48,1
25,4,13,6,2,2,0,35,0
44,4,15,7,2,2,0,45,0
24,4,13,12,2,2,0,50,0
61,4,9,14,2,2,0,20,0
45,2,14,10,2,2,1,40,0
33,6,10,3,2,2,0,48,0
48,4,13,10,2,2,0,45,1
26,2,9,6,3,3,0,30,0
68,4,13,12,2,2,0,40,1
24,4,9,11,2,2,1,40,0
31,2,13,10,2,2,1,50,0
55,4,10,8,2,2,1,38,0
46,4,12,12,2,2,1,38,0
58,4,13,4,2,2,0,38,0
56,4,9,8,2,2,1,40,0
45,1,13,1,2,2,0,55,1
24,4,13,4,2,2,0,40,1
35,2,9,5,4,4,0,56,0
51,4,9,13,2,2,0,40,1
47,4,15,10,2,2,0,55,1
17,4,7,1,2,2,1,10,0
21,4,6,10,1,1,1,40,0
45,4,13,10,2,2,1,40,1
42,4,9,12,2,2,0,50,1
56,4,8,8,1,1,1,40,0
39,4,9,6,2,2,0,40,0
31,4,4,7,2,2,1,40,0
20,1,10,13,2,2,0,40,0
65,6,3,5,2,2,0,21,0
44,4,10,10,2,2,0,45,0
33,4,9,3,2,2,0,40,0
25,4,13,10,2,2,0,45,1
38,4,9,4,2,2,0,50,0
31,2,6,14,2,2,0,40,0
33,6,13,12,2,2,0,20,0
49,6,9,8,2,2,1,40,0
28,4,9,4,2,2,1,40,0
29,4,9,3,2,2,0,40,0
23,4,11,8,2,2,0,20,0
37,6,13,10,2,2,0,5,1
52,4,10,10,2,2,0,37,1
27,4,9,7,2,2,0,40,0
47,4,10,3,2,2,0,55,1
21,4,9,1,2,2,1,40,0
41,1,13,1,4,4,1,40,1
61,4,10,1,2,2,0,40,1
32,4,13,10,4,4,0,40,1
21,4,10,12,2,2,0,40,0
63,4,8,12,2,2,0,40,1
34,4,10,8,2,2,0,42,0
21,7,12,13,2,2,0,10,0
44,4,9,8,2,2,1,33,0
26,4,13,4,4,4,0,35,0
36,4,14,4,2,2,0,50,1
39,4,13,10,2,2,0,40,1
52,4,9,6,4,4,0,8,0
44,6,13,12,2,2,0,40,0
42,4,9,10,2,2,1,40,0
31,4,13,10,2,2,0,40,0
30,4,10,3,1,1,0,40,0
23,4,10,10,2,2,1,25,0
81,7,2,8,2,2,1,20,0
39,4,13,13,4,4,0,40,0
38,4,6,7,4,4,1,40,0
21,4,10,4,2,2,1,38,0
28,2,9,3,2,2,0,40,0
34,4,13,4,2,2,1,40,0
47,4,9,8,2,2,1,40,0
36,4,9,3,2,2,0,50,0
27,4,9,14,2,2,0,99,0
56,4,13,10,2,2,1,52,0
57,4,9,8,2,2,1,30,0
42,7,10,1,2,2,1,38,0
43,4,9,3,2,2,0,35,0
53,4,9,7,2,2,1,40,0
58,4,9,12,2,2,1,24,0
19,4,8,8,2,2,0,40,0
37,4,9,4,2,2,0,46,1
41,6,10,10,2,2,1,15,0
31,4,4,3,2,2,1,40,0
31,4,13,10,2,2,0,35,0
53,2,9,1,2,2,0,40,0
19,4,10,12,2,2,0,25,0
56,4,16,10,2,2,0,50,1
55,1,10,1,2,2,1,40,1
51,4,3,3,2,2,1,40,0
62,4,10,1,2,2,1,40,0
43,4,10,12,2,2,0,50,1
28,2,9,3,2,2,0,45,0
46,4,9,4,2,2,0,40,1
62,7,13,10,2,2,0,40,0
57,2,9,8,2,2,1,30,0
60,2,13,10,2,2,1,45,1
23,1,10,6,2,2,0,40,0
47,4,10,12,2,2,0,60,1
21,4,10,1,2,2,1,8,0
51,4,9,6,2,2,0,48,0
61,2,9,6,2,2,0,40,0
52,6,13,1,2,2,1,30,1
76,4,13,4,2,2,0,40,0
24,4,10,6,2,2,0,39,0
31,6,13,3,2,2,0,55,0
43,4,13,4,2,2,0,50,1
58,1,10,10,3,3,1,40,0
19,4,8,1,2,2,1,25,0
44,4,10,4,2,2,1,45,0
41,2,10,10,2,2,0,7,0
21,4,10,12,4,4,0,20,0
40,4,9,6,1,1,0,35,0
25,4,10,8,2,2,0,30,0
62,2,16,10,2,2,1,40,0
42,4,9,3,2,2,0,40,0
35,4,11,13,2,2,0,40,0
19,4,9,12,2,2,1,12,0
60,4,9,8,2,2,1,40,0
20,4,9,12,2,2,0,40,0
23,4,12,6,2,2,0,25,0
18,4,9,1,2,2,1,40,0
40,4,10,4,2,2,0,45,1
19,4,10,8,2,2,1,15,0
51,4,9,10,2,2,1,40,0
41,2,13,11,2,2,0,50,0
18,4,6,8,2,2,1,20,0
41,4,10,12,1,1,1,40,0
27,4,10,4,2,2,1,40,0
71,6,2,3,2,2,1,28,0
25,4,8,7,2,2,0,40,0
73,4,9,8,2,2,1,20,0
45,4,10,8,2,2,0,40,0
25,4,10,12,2,2,0,40,1
50,4,9,10,2,2,1,16,0
44,4,9,14,2,2,0,40,0
